Flight Distance,Outliers (Qurtile function),Outliers (Use Mean & Standard Deviation),,1. Mean of Column Data,,
134,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
2879,TRUE,TRUE,,,,
3923,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
2708,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
2808,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
1959,TRUE,TRUE,,,,
3934,TRUE,TRUE,,,,
2224,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
2885,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
2930,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
2449,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
2480,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
1656,TRUE,TRUE,,,,
1644,TRUE,TRUE,,,,
3665,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
2184,TRUE,TRUE,,,,
2661,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
3587,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
2505,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
3474,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
3477,TRUE,TRUE,,,,
2708,TRUE,TRUE,,,,
3080,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
2431,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
2319,TRUE,TRUE,,,,
1976,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
3426,TRUE,TRUE,,,,
2582,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
2738,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
2728,TRUE,TRUE,,,,
2743,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
3870,TRUE,TRUE,,,,
2702,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
1568,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
2954,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
2357,TRUE,TRUE,,,,
2867,TRUE,TRUE,,,,
3504,TRUE,TRUE,,,,
3755,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
1749,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
2491,TRUE,TRUE,,,,
2605,TRUE,TRUE,,,,
3093,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
2215,TRUE,TRUE,,,,
2237,TRUE,TRUE,,,,
1800,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
3063,TRUE,TRUE,,,,
1583,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
2618,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
1636,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
3358,TRUE,TRUE,,,,
3308,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
2079,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
3876,TRUE,TRUE,,,,
2747,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
3907,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
2260,TRUE,TRUE,,,,
3852,TRUE,TRUE,,,,
2747,TRUE,TRUE,,,,
2129,TRUE,TRUE,,,,
3783,TRUE,TRUE,,,,
2329,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
1998,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
1920,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
3827,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
1637,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
2116,TRUE,TRUE,,,,
3881,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
2012,TRUE,TRUE,,,,
3993,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
3098,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
3222,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
2400,TRUE,TRUE,,,,
2031,TRUE,TRUE,,,,
2458,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
2202,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
2739,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
3608,TRUE,TRUE,,,,
1901,TRUE,TRUE,,,,
3301,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
3988,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
2622,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
2622,TRUE,TRUE,,,,
1948,TRUE,TRUE,,,,
2935,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
3611,TRUE,TRUE,,,,
3521,TRUE,TRUE,,,,
2220,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
2204,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
2999,TRUE,TRUE,,,,
3561,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
2713,TRUE,TRUE,,,,
3795,TRUE,TRUE,,,,
3883,TRUE,TRUE,,,,
3752,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
3994,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
2386,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
1638,TRUE,TRUE,,,,
2902,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
1959,TRUE,TRUE,,,,
2856,TRUE,TRUE,,,,
2886,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
1537,TRUE,TRUE,,,,
1528,TRUE,TRUE,,,,
3786,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
3578,TRUE,TRUE,,,,
2430,TRUE,TRUE,,,,
2036,TRUE,TRUE,,,,
3867,TRUE,TRUE,,,,
2186,TRUE,TRUE,,,,
2899,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
2805,TRUE,TRUE,,,,
3568,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
2906,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
3890,TRUE,TRUE,,,,
2563,TRUE,TRUE,,,,
3425,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
2868,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
3492,TRUE,TRUE,,,,
2401,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
282,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
134,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
229,TRUE,TRUE,,,,
482,TRUE,TRUE,,,,
396,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
309,TRUE,TRUE,,,,
164,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
354,TRUE,TRUE,,,,
113,TRUE,TRUE,,,,
89,TRUE,TRUE,,,,
270,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
102,TRUE,TRUE,,,,
3671,TRUE,TRUE,,,,
2743,TRUE,TRUE,,,,
158,TRUE,TRUE,,,,
312,TRUE,TRUE,,,,
2978,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
1924,TRUE,TRUE,,,,
3607,TRUE,TRUE,,,,
3909,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
1866,TRUE,TRUE,,,,
2938,TRUE,TRUE,,,,
2907,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
3525,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
3431,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
3616,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
3868,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
2697,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
695,TRUE,TRUE,,,,
772,TRUE,TRUE,,,,
3053,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
2151,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
2124,TRUE,TRUE,,,,
3544,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
2891,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
1766,TRUE,TRUE,,,,
835,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
1834,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
835,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
3853,TRUE,TRUE,,,,
587,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
3336,TRUE,TRUE,,,,
2644,TRUE,TRUE,,,,
2041,TRUE,TRUE,,,,
3172,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3267,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
3179,TRUE,TRUE,,,,
3896,TRUE,TRUE,,,,
3675,TRUE,TRUE,,,,
3711,TRUE,TRUE,,,,
1740,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
3935,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3725,TRUE,TRUE,,,,
3894,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3836,TRUE,TRUE,,,,
2016,TRUE,TRUE,,,,
3653,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
3505,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
3443,TRUE,TRUE,,,,
587,TRUE,TRUE,,,,
1833,TRUE,TRUE,,,,
522,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3463,TRUE,TRUE,,,,
3373,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
237,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
2853,TRUE,TRUE,,,,
2038,TRUE,TRUE,,,,
3841,TRUE,TRUE,,,,
2699,TRUE,TRUE,,,,
1998,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
3043,TRUE,TRUE,,,,
3704,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
2772,TRUE,TRUE,,,,
237,TRUE,TRUE,,,,
2659,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
3395,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
2858,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
237,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
237,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
237,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
237,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
140,TRUE,TRUE,,,,
1664,TRUE,TRUE,,,,
968,TRUE,TRUE,,,,
968,TRUE,TRUE,,,,
968,TRUE,TRUE,,,,
568,TRUE,TRUE,,,,
3733,TRUE,TRUE,,,,
968,TRUE,TRUE,,,,
968,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
2087,TRUE,TRUE,,,,
3765,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
599,TRUE,TRUE,,,,
599,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
999,TRUE,TRUE,,,,
1533,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
1808,TRUE,TRUE,,,,
1589,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
1621,TRUE,TRUE,,,,
3908,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
3220,TRUE,TRUE,,,,
3949,TRUE,TRUE,,,,
2230,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
151,TRUE,TRUE,,,,
151,TRUE,TRUE,,,,
151,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
551,TRUE,TRUE,,,,
435,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
3843,TRUE,TRUE,,,,
3195,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
2875,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
2248,TRUE,TRUE,,,,
561,TRUE,TRUE,,,,
3281,TRUE,TRUE,,,,
2544,TRUE,TRUE,,,,
2541,TRUE,TRUE,,,,
2563,TRUE,TRUE,,,,
364,TRUE,TRUE,,,,
489,TRUE,TRUE,,,,
